Biological_String,CL_Code
OPC NN_1 Mms22l oligodendrocyte precursor cell (Mmus),CL:4307088
OPC NN_1 Col27a1 oligodendrocyte precursor cell (Mmus),CL:4307089
OPC NN_1 Rmi2 oligodendrocyte precursor cell (Mmus),CL:4307090
OPC NN_2 oligodendrocyte precursor cell (Mmus),CL:4307091
COP NN_1 Rgcc committed oligodendrocyte precursor (Mmus),CL:4307092
COP NN_1 9130019P16Rik committed oligodendrocyte precursor (Mmus),CL:4307093
COP NN_1 C1ql1 committed oligodendrocyte precursor (Mmus),CL:4307094
COP NN_1 Bmp4 committed oligodendrocyte precursor (Mmus),CL:4307095
COP NN_1 Vwc2 committed oligodendrocyte precursor (Mmus),CL:4307096
COP NN_1 Cck committed oligodendrocyte precursor (Mmus),CL:4307097
NFOL NN_2 9630013A20Rik newly formed oligodendrocyte (Mmus),CL:4307098
NFOL NN_2 Dbx2 newly formed oligodendrocyte (Mmus),CL:4307099
NFOL NN_2 Rgs16 newly formed oligodendrocyte (Mmus),CL:4307100
NFOL NN_2 Il23a newly formed oligodendrocyte (Mmus),CL:4307101
MFOL NN_3 Cxcl12 myelin-forming oligodendrocyte (Mmus),CL:4307102
MFOL NN_3 Il23a myelin-forming oligodendrocyte (Mmus),CL:4307103
MOL NN_4 Plin3 mature myelinating oligodendrocyte (Mmus),CL:4307104
MOL NN_4 Spock3 mature myelinating oligodendrocyte (Mmus),CL:4307105
MOL NN_4 Art3 mature myelinating oligodendrocyte (Mmus),CL:4307106
MOL NN_4 Il33 mature myelinating oligodendrocyte (Mmus),CL:4307107
MOL NN_4 Sspo mature myelinating oligodendrocyte (Mmus),CL:4307108
OEC NN_1 Adamts12 olfactory ensheathing cell (Mmus),CL:4307109
OEC NN_1 Gdpd4 olfactory ensheathing cell (Mmus),CL:4307110
OEC NN_1 A330076C08Rik olfactory ensheathing cell (Mmus),CL:4307111
OEC NN_1 Rasgef1c olfactory ensheathing cell (Mmus),CL:4307112
ABC NN_1 Pde11a arachnoid barrier cell (Mmus),CL:4307113
ABC NN_1 Dapl1 arachnoid barrier cell (Mmus),CL:4307114
ABC NN_1 Cubn arachnoid barrier cell (Mmus),CL:4307115
microglial cell (Mmus),CL:4307132
BAM NN_1 Mrc1 border associated macrophage (Mmus),CL:4307133
BAM NN_1 Fos border associated macrophage (Mmus),CL:4307134
GPin-BF cholinergic-GABAergic neuron (Primate),CL:4310083
striatal LAMP5 CXCL14 GABAergic interneuron (Primate),CL:4310084
striatal LAMP5 LHX6 GABAergic interneuron (Primate),CL:4310085
BF SKOR1 Glut glutamatergic neuron of the basal ganglia (Primate),CL:4310088
arkypallidal neuron (Primate),CL:4310093
prototypic neuron (Primate),CL:4310094
GPi Core neuron (Primate),CL:4310095
GPi Shell neuron (Primate),CL:4310096
GPe-NDB-SI LHX6-LHX8-GBX1 GABA GABAergic interneuron (Primate),CL:4310100
Islands of Calleja granule cell (Primate),CL:4310104
SN-VTR CALB1 Dopa substantia nigra dopaminergic neuron (Primate),CL:4310109
SN EBF2 GABA GABAergic interneuron (Primate),CL:4310110
SN-VTR GAD2 Dopa dopaminergic neuron (Primate),CL:4310111
SN GATA3-PAX8 GABA GABAergic interneuron (Primate),CL:4310112
SN GATA3-PVALB GABA GABAergic neuron (Primate),CL:4310113
SN SEMA5A GABA GABAergic interneuron (Primate),CL:4310114
SN SOX6 Dopa substantia nigra dopaminergic neuron (Primate),CL:4310115
SN-VTR-HTH GATA3-TCF7L2 GABA GABAergic interneuron (Primate),CL:4310117
STH PVALB-PITX2 Glut glutamatergic neuron of the basal ganglia (Primate),CL:4310118
striatal pthlh-expressing interneuron (Primate),CL:4310120
striatal SST-LYPD6-RSPO2 GABAergic interneuron (Primate),CL:4310121
striatal SST-ADARB2 GABAergic interneuron (Primate),CL:4310122
striatal SST-CHODL GABAergic interneuron (Primate),CL:4310123
striatal SST-RSPO2 GABAergic interneuron (Primate),CL:4310124
STR TAC3-PLPP4 GABA TAC3-positive striatal interneuron (Primate),CL:4310125
STR-BF TAC3-PLPP4-LHX8 GABA TAC3-positive striatal interneuron (Primate),CL:4310126
striatal VIP GABAergic interneuron (Primate),CL:4310127
STRd cholinergic-GABAergic neuron (Primate),CL:4310128
STRd D1 Matrix medium spiny neuron (Primate),CL:4310129
striosomal D1 medium spiny neuron (Primate),CL:4310130
STRd D1/D2-hybrid medium spiny neuron (Primate),CL:4310131
STRd D2 Matrix medium spiny neuron (Primate),CL:4310132
STRd D2 Striomat hybrid medium spiny neuron (Primate),CL:4310133
striosomal D2 medium spiny neuron (Primate),CL:4310134
STR cholinergic-GABAergic neuron (Primate),CL:4310135
STRv D1 medium spiny neuron (Primate),CL:4310136
STRv D1-NUDAP medium spiny neuron (Primate),CL:4310137
STRv D2 medium spiny neuron (Primate),CL:4310138
ZI-HTH GABA GABAergic interneuron (Primate),CL:4310143
VTR-HTH Glut glutamatergic neuron of the basal ganglia (Primate),CL:4310144
AMY-SLEA-BNST D1 GABA GABAergic interneuron (Primate),CL:4310145
AMY-SLEA-BNST GABA GABAergic interneuron (Primate),CL:4310146
OB Dopa-GABA neuron (Primate),CL:4310147
OB FRMD7 GABA GABAergic neuron (Primate),CL:4310148
juxtacanalicular tissue cell,CL:7770002
beam A cell,CL:7770003
suprabasal cell,CL:7770004
beam cell,CL:7770005
"beam B cell, human",CL:7770006
obsolete D96882F1-8709-49AB-BCA9-772A67EA6C33,CL:4030044
